0.24539999663829803,0.321399986743927,0.4332999885082245,-1.0,-1.0,1.0
1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.3492000102996826,0.38670000433921814,0.26409998536109924,-1.0,-1.0,1.0
0.2766000032424927,0.27480000257492065,0.44850000739097595,-1.0,-1.0,1.0
0.04019999876618385,0.027799999341368675,0.44190001487731934,0.490200012922287,-1.0,1.0
0.3743000030517578,0.37630000710487366,0.24940000474452972,-1.0,-1.0,1.0
0.1559000015258789,0.35269999504089355,0.3441999852657318,0.14720000326633453,-1.0,1.0
0.629800021648407,0.3702000081539154,-1.0,-1.0,-1.0,1.0
0.5250999927520752,0.4749000072479248,-1.0,-1.0,-1.0,1.0
1.0,-1.0,-1.0,-1.0,-1.0,1.0
1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.7638000249862671,0.2362000048160553,-1.0,-1.0,-1.0,1.0
1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.7055000066757202,0.2944999933242798,-1.0,-1.0,-1.0,1.0
0.4065999984741211,0.5934000015258789,-1.0,-1.0,-1.0,1.0
0.4404999911785126,0.486299991607666,0.07320000231266022,-1.0,-1.0,1.0
0.15600000321865082,0.6195999979972839,0.22450000047683716,-1.0,-1.0,1.0
0.7321000099182129,0.2678999900817871,-1.0,-1.0,-1.0,1.0
0.00860000029206276,0.15469999611377716,0.12839999794960022,0.708299994468689,-1.0,1.0
0.2985000014305115,0.7014999985694885,-1.0,-1.0,-1.0,1.0
0.20839999616146088,0.4819999933242798,0.30959999561309814,-1.0,-1.0,1.0
1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.13189999759197235,0.8680999875068665,-1.0,-1.0,-1.0,1.0
0.9991999864578247,0.00039999998989515007,0.00019999999494757503,0.00019999999494757503,-1.0,1.0
1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.9972000122070312,0.00279999990016222,-1.0,-1.0,-1.0,1.0
0.9969000220298767,0.003100000089034438,-1.0,-1.0,-1.0,1.0
0.10670000314712524,0.6496999859809875,0.243599995970726,-1.0,-1.0,1.0
0.8234999775886536,0.17649999260902405,-1.0,-1.0,-1.0,1.0
0.5627999901771545,0.43720000982284546,-1.0,-1.0,-1.0,1.0
0.6661999821662903,0.05290000140666962,0.2809000015258789,-1.0,-1.0,2.0
0.6937000155448914,0.30630001425743103,-1.0,-1.0,-1.0,2.0
0.2451999932527542,0.4357999861240387,0.3190000057220459,-1.0,-1.0,2.0
0.3188000023365021,0.5857999920845032,0.09539999812841415,-1.0,-1.0,2.0
0.16899999976158142,0.35120001435279846,0.43650001287460327,0.04340000078082085,-1.0,2.0
0.4812999963760376,0.5187000036239624,-1.0,-1.0,-1.0,3.0
0.0015999999595806003,0.995199978351593,0.0031999999191612005,-1.0,-1.0,3.0
1.0,-1.0,-1.0,-1.0,-1.0,3.0
9.999999747378752e-05,0.9503999948501587,0.00930000003427267,0.040300000458955765,-1.0,3.0
9.999999747378752e-05,0.9735999703407288,0.0066999997943639755,0.019600000232458115,-1.0,3.0
0.0,1.0,-1.0,-1.0,-1.0,3.0
0.08560000360012054,0.16840000450611115,0.7376000285148621,0.00839999970048666,-1.0,3.0
0.6952999830245972,0.30469998717308044,-1.0,-1.0,-1.0,3.0
1.0,-1.0,-1.0,-1.0,-1.0,3.0
0.569100022315979,0.4259999990463257,0.004900000058114529,-1.0,-1.0,3.0
0.0010999999940395355,0.1339000016450882,0.2524999976158142,0.612500011920929,-1.0,3.0
0.003800000064074993,0.8353000283241272,0.16089999675750732,-1.0,-1.0,3.0
0.9990000128746033,0.0010000000474974513,-1.0,-1.0,-1.0,3.0
1.0,-1.0,-1.0,-1.0,-1.0,3.0
0.0,0.9977999925613403,0.0019000000320374966,0.00039999998989515007,-1.0,3.0
0.6506999731063843,0.34929999709129333,-1.0,-1.0,-1.0,3.0
0.007899999618530273,0.008100000210106373,0.9840999841690063,-1.0,-1.0,3.0
0.802299976348877,0.1306000053882599,0.06710000336170197,-1.0,-1.0,3.0
0.0017999999690800905,0.9980000257492065,0.00019999999494757503,0.0,-1.0,3.0
0.021700000390410423,0.06199999898672104,0.9088000059127808,0.0003000000142492354,0.007199999876320362,3.0
0.11969999969005585,0.8155999779701233,0.005200000014156103,0.05959999933838844,-1.0,3.0
0.4174000024795532,0.5825999975204468,-1.0,-1.0,-1.0,4.0
0.323199987411499,0.676800012588501,-1.0,-1.0,-1.0,4.0
